PLZ,Bestimmungsort,OKZ,Ortschaft,GEMNR,GEMNAM
8424,Gabersdorf,15449,Sajach,61008,Gabersdorf
8430,Kaindorf,15497,Kaindorf,61053,Leibnitz
8430,Lebring-Sankt Margarethen,15513,Bachsdorf,61021,Lebring-Sankt Margarethen
8430,Leibnitz,15496,Grottenhof,61053,Leibnitz
8430,Leibnitz,15498,Kogelberg,61053,Leibnitz
8430,Leibnitz,15517,Leibnitz,61053,Leibnitz
8430,Leibnitz,15596,Rettenbach,61053,Leibnitz
8430,Leibnitz,15598,Seggauberg,61053,Leibnitz
8431,Gralla,15466,Gralla,61012,Gralla
8434,Tillmitsch,15612,Altenberg bei Leibnitz,61043,Tillmitsch
8434,Tillmitsch,15613,Grössing,61043,Tillmitsch
8434,Tillmitsch,15614,Maxlon,61043,Tillmitsch
8434,Tillmitsch,15615,Neutillmitsch,61043,Tillmitsch
8434,Tillmitsch,15616,Steingrub,61043,Tillmitsch
8434,Tillmitsch,17808,Tillmitsch,61043,Tillmitsch
8435,Leibnitz,15517,Leibnitz,61053,Leibnitz
8435,Leibnitz,15598,Seggauberg,61053,Leibnitz
8435,St. Veit/Südsteiermark,15591,Wagendorf,61060,St. Veit in der Südsteiermark
8435,Wagna,15620,Aflenz an der Sulm,61045,Wagna
8435,Wagna,15621,Hasendorf an der Mur,61045,Wagna
8435,Wagna,15622,Leitring,61045,Wagna
8435,Wagna,15623,Wagna,61045,Wagna
8441,Fresing,15501,Fresing,61019,Kitzeck im Sausal
8441,Großklein,15470,Mantrach,61013,Großklein
8441,Großklein,15472,Nestelbach,61013,Großklein
8441,Kitzeck im Sausal,15499,Brudersegg,61019,Kitzeck im Sausal
8441,Kitzeck im Sausal,15505,Steinriegel,61019,Kitzeck im Sausal
8441,Sankt Andrä-Höch,15546,Höch,61030,Sankt Andrä-Höch
8441,Sankt Andrä-Höch,15549,Rettenberg,61030,Sankt Andrä-Höch
8442,Fresing,15501,Fresing,61019,Kitzeck im Sausal
8442,Kitzeck im Sausal,15500,Einöd,61019,Kitzeck im Sausal
8442,Kitzeck im Sausal,15502,Gauitsch,61019,Kitzeck im Sausal
8442,Kitzeck im Sausal,15503,Greith,61019,Kitzeck im Sausal
8442,Kitzeck im Sausal,15504,Neurath,61019,Kitzeck im Sausal
8442,Kitzeck im Sausal,15505,Steinriegel,61019,Kitzeck im Sausal
8442,Sankt Andrä-Höch,15546,Höch,61030,Sankt Andrä-Höch
8443,Gleinstätten,15462,Gleinstätten,61051,Gleinstätten
8443,Gleinstätten,15463,Haslach,61051,Gleinstätten
8443,Gleinstätten,15465,Prarath,61051,Gleinstätten
8443,Gleinstätten,15527,Dornach,61051,Gleinstätten
8443,Gleinstätten,15528,Maierhof,61051,Gleinstätten
8443,Gleinstätten,15529,Pistorf,61051,Gleinstätten
8443,Gleinstätten,15530,Sausal,61051,Gleinstätten
8443,Großklein,15468,Goldes,61013,Großklein
8443,Oberhaag,15524,Obergreith,61024,Oberhaag
8443,Sankt Andrä-Höch,15545,Fantsch,61030,Sankt Andrä-Höch
8443,Sankt Johann im Saggautal,15563,Praratheregg,61032,Sankt Johann im Saggautal
8443,Sankt Johann im Saggautal,15567,Untergreith,61032,Sankt Johann im Saggautal
8443,Sankt Martin im Sulmtal,14598,Gasselsdorf,60347,Sankt Martin im Sulmtal
8443,Sankt Martin im Sulmtal,14599,Graschach,60347,Sankt Martin im Sulmtal
8444,Groß Sankt Florian,14610,Michlgleinz,60346,Groß Sankt Florian
8444,Sankt Andrä-Höch,15544,Brünngraben,61030,Sankt Andrä-Höch
8444,Sankt Andrä-Höch,15545,Fantsch,61030,Sankt Andrä-Höch
8444,Sankt Andrä-Höch,15546,Höch,61030,Sankt Andrä-Höch
8444,Sankt Andrä-Höch,15547,Neudorf im Sausal,61030,Sankt Andrä-Höch
8444,Sankt Andrä-Höch,15548,Reith,61030,Sankt Andrä-Höch
8444,Sankt Andrä-Höch,15549,Rettenberg,61030,Sankt Andrä-Höch
8444,Sankt Andrä-Höch,15550,Sankt Andrä im Sausal,61030,Sankt Andrä-Höch
8444,Sankt Andrä-Höch,15551,Sausal,61030,Sankt Andrä-Höch
8444,Wettmannstätten,14621,Weniggleinz,60341,Wettmannstätten
8451,Gamlitz,15453,Kranach,61050,Gamlitz
8451,Großklein,15473,Nestelberg,61013,Großklein
8451,Großklein,15474,Oberfahrenbach,61013,Großklein
8451,Heimschuh,15480,Heimschuh,61016,Heimschuh
8451,Heimschuh,15481,Kittenberg,61016,Heimschuh
8451,Heimschuh,15482,Muggenau,61016,Heimschuh
8451,Heimschuh,15483,Nestelberg,61016,Heimschuh
8451,Heimschuh,15485,Pernitsch,61016,Heimschuh
8451,Heimschuh,15486,Unterfahrenbach,61016,Heimschuh
8451,Kitzeck im Sausal,15502,Gauitsch,61019,Kitzeck im Sausal
8451,Kitzeck im Sausal,15504,Neurath,61019,Kitzeck im Sausal
8451,Leibnitz,15595,Oberlupitscheni,61053,Leibnitz
8451,Leibnitz,15597,Schönegg,61053,Leibnitz
8451,Leibnitz,15598,Seggauberg,61053,Leibnitz
8452,Gleinstätten,15528,Maierhof,61051,Gleinstätten
8452,Großklein,15467,Burgstall,61013,Großklein
8452,Großklein,15468,Goldes,61013,Großklein
8452,Großklein,15469,Großklein,61013,Großklein
8452,Großklein,15470,Mantrach,61013,Großklein
8452,Großklein,15471,Mattelsberg,61013,Großklein
8452,Großklein,15472,Nestelbach,61013,Großklein
8452,Großklein,15473,Nestelberg,61013,Großklein
8452,Großklein,15474,Oberfahrenbach,61013,Großklein
8452,Leutschach/Weinstraße,15442,Eichberg-Trautenburg,61054,Leutschach an der Weinstraße
8452,Sankt Johann im Saggautal,15560,Eichberg,61032,Sankt Johann im Saggautal
8452,Sankt Johann im Saggautal,15562,Narrath,61032,Sankt Johann im Saggautal
8453,Großklein,15468,Goldes,61013,Großklein
8453,Leutschach/Weinstraße,15442,Eichberg-Trautenburg,61054,Leutschach an der Weinstraße
8453,Oberhaag,15521,Kitzelsdorf,61024,Oberhaag
8453,Oberhaag,15524,Obergreith,61024,Oberhaag
8453,Sankt Johann im Saggautal,15560,Eichberg,61032,Sankt Johann im Saggautal
8453,Sankt Johann im Saggautal,15561,Gündorf,61032,Sankt Johann im Saggautal
8453,Sankt Johann im Saggautal,15564,Radiga,61032,Sankt Johann im Saggautal
8453,Sankt Johann im Saggautal,15565,Saggau,61032,Sankt Johann im Saggautal
8453,Sankt Johann im Saggautal,15566,Sankt Johann im Saggautal,61032,Sankt Johann im Saggautal
8453,Sankt Johann im Saggautal,15567,Untergreith,61032,Sankt Johann im Saggautal
8454,Arnfels,15435,Arnfels,61002,Arnfels
8454,Arnfels,15436,Maltschach,61002,Arnfels
8454,Leutschach/Weinstraße,15442,Eichberg-Trautenburg,61054,Leutschach an der Weinstraße
8454,Leutschach/Weinstraße,15593,Remschnigg,61054,Leutschach an der Weinstraße
8454,Oberhaag,15519,Altenbach,61024,Oberhaag
8454,Oberhaag,15520,Hardegg,61024,Oberhaag
8454,Oberhaag,15521,Kitzelsdorf,61024,Oberhaag
8454,Oberhaag,15522,Krast,61024,Oberhaag
8454,Oberhaag,15525,Oberhaag,61024,Oberhaag
8454,Sankt Johann im Saggautal,15560,Eichberg,61032,Sankt Johann im Saggautal
8454,Sankt Johann im Saggautal,15565,Saggau,61032,Sankt Johann im Saggautal
8455,Eibiswald,14503,Pongratzen,60345,Eibiswald
8455,Eibiswald,14506,Wuggitz,60345,Eibiswald
8455,Eibiswald,14538,Bischofegg,60345,Eibiswald
8455,Oberhaag,15519,Altenbach,61024,Oberhaag
8455,Oberhaag,15523,Lieschen,61024,Oberhaag
8455,Oberhaag,15524,Obergreith,61024,Oberhaag
8455,Oberhaag,15525,Oberhaag,61024,Oberhaag
8461,Ehrenhausen/Weinstraße,15437,Ewitsch,61049,Ehrenhausen an der Weinstraße
8461,Ehrenhausen/Weinstraße,15438,Wielitsch,61049,Ehrenhausen an der Weinstraße
8461,Ehrenhausen/Weinstraße,15439,Zieregg,61049,Ehrenhausen an der Weinstraße
8461,Ehrenhausen/Weinstraße,15441,Ehrenhausen,61049,Ehrenhausen an der Weinstraße
8461,Ehrenhausen/Weinstraße,15540,Ottenberg,61049,Ehrenhausen an der Weinstraße
8461,Ehrenhausen/Weinstraße,15541,Ratsch an der Weinstraße,61049,Ehrenhausen an der Weinstraße
8461,Ehrenhausen/Weinstraße,15542,Retznei,61049,Ehrenhausen an der Weinstraße
8461,Ehrenhausen/Weinstraße,15543,Unterlupitscheni,61049,Ehrenhausen an der Weinstraße
8461,Gamlitz,15451,Gamlitz,61050,Gamlitz
8461,Gamlitz,15611,Sulztal,61050,Gamlitz
8462,Gamlitz,15450,Eckberg,61050,Gamlitz
8462,Gamlitz,15451,Gamlitz,61050,Gamlitz
8462,Gamlitz,15452,Grubtal,61050,Gamlitz
8462,Gamlitz,15453,Kranach,61050,Gamlitz
8462,Gamlitz,15454,Labitschberg,61050,Gamlitz
8462,Gamlitz,15455,Sernau,61050,Gamlitz
8462,Gamlitz,15456,Steinbach,61050,Gamlitz
8462,Großklein,15474,Oberfahrenbach,61013,Großklein
8462,Leibnitz,15595,Oberlupitscheni,61053,Leibnitz
8462,Leutschach/Weinstraße,15457,Fötschach,61054,Leutschach an der Weinstraße
8463,Gamlitz,15456,Steinbach,61050,Gamlitz
8463,Großklein,15474,Oberfahrenbach,61013,Großklein
8463,Leutschach/Weinstraße,15442,Eichberg-Trautenburg,61054,Leutschach an der Weinstraße
8463,Leutschach/Weinstraße,15443,Kranach,61054,Leutschach an der Weinstraße
8463,Leutschach/Weinstraße,15457,Fötschach,61054,Leutschach an der Weinstraße
8463,Leutschach/Weinstraße,15458,Glanz,61054,Leutschach an der Weinstraße
8463,Leutschach/Weinstraße,15459,Langegg,61054,Leutschach an der Weinstraße
8463,Leutschach/Weinstraße,15460,Pößnitz,61054,Leutschach an der Weinstraße
8463,Leutschach/Weinstraße,15518,Leutschach,61054,Leutschach an der Weinstraße
8463,Leutschach/Weinstraße,15592,Großwalz,61054,Leutschach an der Weinstraße
8463,Leutschach/Weinstraße,15593,Remschnigg,61054,Leutschach an der Weinstraße
8463,Leutschach/Weinstraße,15594,Schloßberg,61054,Leutschach an der Weinstraße
8471,St. Veit/Südsteiermark,16100,Seibersdorf bei Sankt Veit,61060,St. Veit in der Südsteiermark
8471,Straß in Steiermark,16099,Oberschwarza,61061,Straß in Steiermark
8471,Straß in Steiermark,16101,Unterschwarza,61061,Straß in Steiermark
8472,Gersdorf an der Mur,15609,Gersdorf an der Mur,61061,Straß in Steiermark
8472,Obervogau,15526,Obervogau,61061,Straß in Steiermark
8472,Straß in Steiermark,15599,Graßnitzberg,61061,Straß in Steiermark
8472,Straß in Steiermark,15600,Obegg,61061,Straß in Steiermark
8472,Straß in Steiermark,15601,Spielfeld,61061,Straß in Steiermark
8472,Straß in Steiermark,15610,Straß in Steiermark,61061,Straß in Steiermark
8472,Vogau,15619,Vogau,61061,Straß in Steiermark
8473,Straß in Steiermark,16098,Lichendorf,61061,Straß in Steiermark
8473,Straß in Steiermark,16102,Weitersfeld an der Mur,61061,Straß in Steiermark
9422,Maria Rojach,3023,Maria Rojach,20913,St. Andrä
9422,St. Andrä,3018,Aich,20913,St. Andrä
9422,St. Andrä,3019,Dachberg,20913,St. Andrä
9422,St. Andrä,3020,Eisdorf,20913,St. Andrä
9422,St. Andrä,3021,Farrach,20913,St. Andrä
9422,St. Andrä,3022,Lindhof,20913,St. Andrä
9422,St. Andrä,3026,Mitterpichling,20913,St. Andrä
9422,St. Andrä,3027,Mühldorf,20913,St. Andrä
9422,St. Andrä,3028,Untereberndorf,20913,St. Andrä
9422,St. Andrä,3055,Oberpichling,20913,St. Andrä
9422,St. Andrä,3057,Paierdorf,20913,St. Andrä
9422,St. Andrä,3061,Ragglach,20913,St. Andrä
9422,St. Andrä,17347,Ragglbach,20913,St. Andrä
9423,Gundisch-Mitte,17655,Gundisch-Mitte,20914,St. Georgen im Lavanttal
9423,Gundisch-Nord,17660,Gundisch-Nord,20914,St. Georgen im Lavanttal
9423,Gundisch-Süd,17661,Gundisch-Süd,20914,St. Georgen im Lavanttal
9423,Hofwiesen,17538,Hofwiesen,20914,St. Georgen im Lavanttal
9423,Lavamünd,2959,Weißenberg,20909,Lavamünd
9423,St. Georgen im Lavanttal,3047,Andersdorf,20914,St. Georgen im Lavanttal
9423,St. Georgen im Lavanttal,3048,Fransdorf,20914,St. Georgen im Lavanttal
9423,St. Georgen im Lavanttal,3049,Götzendorf,20914,St. Georgen im Lavanttal
9423,St. Georgen im Lavanttal,3051,Herzogberg,20914,St. Georgen im Lavanttal
9423,St. Georgen im Lavanttal,3052,Krakaberg,20914,St. Georgen im Lavanttal
9423,St. Georgen im Lavanttal,3053,Matschenbloch,20914,St. Georgen im Lavanttal
9423,St. Georgen im Lavanttal,3054,Niederhof,20914,St. Georgen im Lavanttal
9423,St. Georgen im Lavanttal,3056,Oberrainz,20914,St. Georgen im Lavanttal
9423,St. Georgen im Lavanttal,3058,Pfaffendorf,20914,St. Georgen im Lavanttal
9423,St. Georgen im Lavanttal,3059,Pontnig,20914,St. Georgen im Lavanttal
9423,St. Georgen im Lavanttal,3062,St. Georgen im Lavanttal,20914,St. Georgen im Lavanttal
9423,St. Georgen im Lavanttal,3064,Steinberg-Oberhaus,20914,St. Georgen im Lavanttal
9423,St. Georgen im Lavanttal,3065,Steinberg-Unterhaus,20914,St. Georgen im Lavanttal
9423,St. Georgen im Lavanttal,3066,Unterpichling,20914,St. Georgen im Lavanttal
9423,St. Georgen im Lavanttal,17346,Steinberg-Hart,20914,St. Georgen im Lavanttal
9431,Paildorf,3119,Paildorf,20923,Wolfsberg
9431,St. Andrä,2943,Goding,20913,St. Andrä
9431,St. Andrä,2961,Kleinrojach,20913,St. Andrä
9431,St. Andrä,2963,Oberaigen,20913,St. Andrä
9431,St. Andrä,2964,Pichling,20913,St. Andrä
9431,St. Andrä,2967,Reisberg,20913,St. Andrä
9431,St. Andrä,2968,Schaßbach,20913,St. Andrä
9431,St. Andrä,2969,Schobersberg,20913,St. Andrä
9431,St. Andrä,2971,Unteraigen,20913,St. Andrä
9431,St. Andrä,2972,Völking,20913,St. Andrä
9431,St. Andrä,2974,Winkling-Nord,20913,St. Andrä
9431,St. Andrä,17348,Kleinedling,20913,St. Andrä
9431,St. Stefan,3124,St. Stefan,20923,Wolfsberg
9431,Wolfsberg,3068,Aichberg,20923,Wolfsberg
9431,Wolfsberg,3071,Reinfelsdorf,20923,Wolfsberg
9431,Wolfsberg,3072,Reisberg,20923,Wolfsberg
9431,Wolfsberg,3073,St. Marein,20923,Wolfsberg
9431,Wolfsberg,3075,Siegelsdorf,20923,Wolfsberg
9431,Wolfsberg,3076,Thürn,20923,Wolfsberg
9431,Wolfsberg,3077,Völking,20923,Wolfsberg
9431,Wolfsberg,3110,Glein,20923,Wolfsberg
9431,Wolfsberg,3111,Großedling,20923,Wolfsberg
9431,Wolfsberg,3112,Hartelsberg,20923,Wolfsberg
9431,Wolfsberg,3114,Kleinwinklern,20923,Wolfsberg
9431,Wolfsberg,3117,Maildorf,20923,Wolfsberg
9431,Wolfsberg,3118,Michaelsdorf,20923,Wolfsberg
9431,Wolfsberg,3120,Reideben,20923,Wolfsberg
9431,Wolfsberg,3121,Rieding,20923,Wolfsberg
9431,Wolfsberg,3122,Riegelsdorf,20923,Wolfsberg
9431,Wolfsberg,3123,St. Johann,20923,Wolfsberg
9431,Wolfsberg,3126,Vordergumitsch,20923,Wolfsberg
9431,Wolfsberg,3127,Weißenbach Gumitsch,20923,Wolfsberg
9431,Wolfsberg,3128,Weißenbach Rieding,20923,Wolfsberg
9431,Wolfsberg,3129,Wolkersdorf,20923,Wolfsberg
9431,Wolfsberg,3140,Priel,20923,Wolfsberg
9431,Wolfsberg,3147,Wolfsberg,20923,Wolfsberg
9431,Wolfsberg,17349,Kleinedling,20923,Wolfsberg
9433,St. Andrä,2781,Lamm,20913,St. Andrä
9433,St. Andrä,2785,Schönweg-Pustritz,20913,St. Andrä
9433,St. Andrä,2786,Streitberg,20913,St. Andrä
9433,St. Andrä,2945,Höfern,20913,St. Andrä
9433,St. Andrä,2946,Jakling,20913,St. Andrä
9433,St. Andrä,2947,Mosern,20913,St. Andrä
9433,St. Andrä,2950,Siebending,20913,St. Andrä
9433,St. Andrä,2960,Fischering,20913,St. Andrä
9433,St. Andrä,2962,Kollegg,20913,St. Andrä
9433,St. Andrä,2963,Oberaigen,20913,St. Andrä
9433,St. Andrä,2965,Pirk,20913,St. Andrä
9433,St. Andrä,2970,Unteragsdorf,20913,St. Andrä
9433,St. Andrä,2973,Wimpassing,20913,St. Andrä
9433,St. Andrä,2974,Winkling-Nord,20913,St. Andrä
9433,St. Andrä,2975,Wölzing-Fischering,20913,St. Andrä
9433,St. Andrä,2999,Langegg,20913,St. Andrä
9433,St. Andrä,3024,Messensach,20913,St. Andrä
9433,St. Andrä,3025,Mettersdorf,20913,St. Andrä
9433,St. Andrä,3039,Blaiken,20913,St. Andrä
9433,St. Andrä,3040,Burgstall-Pölling,20913,St. Andrä
9433,St. Andrä,3041,Burgstall-St. Andrä,20913,St. Andrä
9433,St. Andrä,3042,Langgen,20913,St. Andrä
9433,St. Andrä,3043,Oberagsdorf,20913,St. Andrä
9433,St. Andrä,3044,St. Andrä,20913,St. Andrä
9433,St. Andrä,3070,Pölling,20913,St. Andrä
9433,St. Andrä,3098,Framrach,20913,St. Andrä
9433,St. Andrä,3104,St. Jakob,20913,St. Andrä
9433,St. Andrä,3108,Unterrain,20913,St. Andrä
9433,St. Andrä,3133,Kienberg,20913,St. Andrä
9433,St. Andrä,3134,Schönweg-St. Andrä,20913,St. Andrä
9433,St. Andrä,17328,Pustritz,20913,St. Andrä
9433,St. Andrä,17342,Gönitz,20913,St. Andrä
9433,St. Andrä,17344,Zellbach,20913,St. Andrä
9433,St. Andrä,17350,Winkling-Süd,20913,St. Andrä
9433,St. Andrä,17351,Magersdorf,20913,St. Andrä
9433,St. Paul im Lavanttal,3109,Winkling,20918,St. Paul im Lavanttal
9433,St. Paul im Lavanttal,17345,Zellbach,20918,St. Paul im Lavanttal
9433,Wolfsberg,3078,Wois,20923,Wolfsberg
9433,Wolfsberg,3115,Kragelsdorf,20923,Wolfsberg
9433,Wolfsberg,3116,Magersdorf,20923,Wolfsberg
9433,Wolfsberg,3125,Schilting,20923,Wolfsberg
9433,Wölzing-St. Andrä,3045,Wölzing-St. Andrä,20913,St. Andrä
9441,Bad St.Leonhard i.Lavanttal,3131,Schönberg,20901,Bad St. Leonhard im Lavanttal
9441,Bad St.Leonhard i.Lavanttal,3132,Twimberg,20901,Bad St. Leonhard im Lavanttal
9441,Bad St.Leonhard i.Lavanttal,17338,Gräbern,20901,Bad St. Leonhard im Lavanttal
9441,Wolfsberg,3135,Hintertheißenegg,20923,Wolfsberg
9441,Wolfsberg,3136,Vordertheißenegg,20923,Wolfsberg
9441,Wolfsberg,3137,Waldenstein,20923,Wolfsberg
9441,Wolfsberg,17339,Gräbern,20923,Wolfsberg
9451,Hirschegg-Pack,16193,Pack,61629,Hirschegg-Pack
9451,Preitenegg,3029,Kleinpreitenegg,20911,Preitenegg
9451,Preitenegg,3030,Oberauerling,20911,Preitenegg
9451,Preitenegg,3031,Oberpreitenegg,20911,Preitenegg
9451,Preitenegg,3032,Preitenegg,20911,Preitenegg
9451,Preitenegg,3033,Unterauerling,20911,Preitenegg
9451,Preitenegg,3034,Unterpreitenegg,20911,Preitenegg
9461,Bad St.Leonhard i.Lavanttal,17338,Gräbern,20901,Bad St. Leonhard im Lavanttal
9461,Bad St.Leonhard i.Lavanttal,17340,Prebl,20901,Bad St. Leonhard im Lavanttal
9461,Wolfsberg,2993,Wölling,20923,Wolfsberg
9461,Wolfsberg,17339,Gräbern,20923,Wolfsberg
9461,Wolfsberg,17341,Prebl,20923,Wolfsberg
9462,Bad St.Leonhard i.Lavanttal,2930,Bad St. Leonhard im Lavanttal,20901,Bad St. Leonhard im Lavanttal
9462,Bad St.Leonhard i.Lavanttal,2931,Erzberg,20901,Bad St. Leonhard im Lavanttal
9462,Bad St.Leonhard i.Lavanttal,2932,Görlitzen,20901,Bad St. Leonhard im Lavanttal
9462,Bad St.Leonhard i.Lavanttal,2933,Kalchberg,20901,Bad St. Leonhard im Lavanttal
9462,Bad St.Leonhard i.Lavanttal,2934,Lichtengraben,20901,Bad St. Leonhard im Lavanttal
9462,Bad St.Leonhard i.Lavanttal,2935,Mauterndorf,20901,Bad St. Leonhard im Lavanttal
9462,Bad St.Leonhard i.Lavanttal,2936,Raning,20901,Bad St. Leonhard im Lavanttal
9462,Bad St.Leonhard i.Lavanttal,2937,Steinbruch,20901,Bad St. Leonhard im Lavanttal
9462,Bad St.Leonhard i.Lavanttal,2938,Wartkogel,20901,Bad St. Leonhard im Lavanttal
9462,Bad St.Leonhard i.Lavanttal,2939,Wiesenau,20901,Bad St. Leonhard im Lavanttal
9462,Bad St.Leonhard i.Lavanttal,2940,Wisperndorf,20901,Bad St. Leonhard im Lavanttal
9462,Bad St.Leonhard i.Lavanttal,3004,Kliening,20901,Bad St. Leonhard im Lavanttal
9462,Bad St.Leonhard i.Lavanttal,3130,Schiefling,20901,Bad St. Leonhard im Lavanttal
9462,Bad St.Leonhard i.Lavanttal,3131,Schönberg,20901,Bad St. Leonhard im Lavanttal
9462,Bad St.Leonhard i.Lavanttal,3132,Twimberg,20901,Bad St. Leonhard im Lavanttal
9462,Bad St.Leonhard i.Lavanttal,17340,Prebl,20901,Bad St. Leonhard im Lavanttal
9462,Reichenfels,3036,St. Peter im Lavanttal,20912,Reichenfels
9462,Reichenfels,3038,Weitenbach,20912,Reichenfels
9462,Wolfsberg,17376,Klippitztörl,20923,Wolfsberg
9463,Bad St.Leonhard i.Lavanttal,2938,Wartkogel,20901,Bad St. Leonhard im Lavanttal
9463,Obdach,15248,Großprethal,62042,Obdach
9463,Obdach,15282,Winterleiten,62042,Obdach
9463,Obdach,15283,Zanitzen,62042,Obdach
9463,Reichenfels,3035,Reichenfels,20912,Reichenfels
9463,Reichenfels,3036,St. Peter im Lavanttal,20912,Reichenfels
9463,Reichenfels,3037,Sommerau,20912,Reichenfels
9463,Reichenfels,3038,Weitenbach,20912,Reichenfels
9470,St. Andrä,3018,Aich,20913,St. Andrä
9470,St. Georgen im Lavanttal,3046,Allersdorf,20914,St. Georgen im Lavanttal
9470,St. Georgen im Lavanttal,3060,Raggane,20914,St. Georgen im Lavanttal
9470,St. Georgen im Lavanttal,3067,Unterrainz,20914,St. Georgen im Lavanttal
9470,St. Paul im Lavanttal,2954,St. Margarethen,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,2958,Weinberg,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,2994,Deutsch-Grutschen,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,2996,Granitztal-St. Paul,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,2997,Granitztal-Weißenegg,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,2998,Kollnitzgreuth,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,3000,St. Martin,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,3001,Schildberg,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,3002,Windisch-Grutschen,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,3099,Hundsdorf,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,3100,Johannesberg,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,3101,Kampach,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,3102,Legerbuch,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,3103,Loschental,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,3105,St. Paul im Lavanttal,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,3106,Stadling,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,3107,Unterhaus,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,3109,Winkling,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,17343,Gönitz,20918,St. Paul im Lavanttal
9470,St. Paul im Lavanttal,17345,Zellbach,20918,St. Paul im Lavanttal
9472,Ettendorf,2951,Ettendorf,20909,Lavamünd
9472,Lavamünd,2952,Krottendorf,20909,Lavamünd
9472,Lavamünd,2953,Lamprechtsberg,20909,Lavamünd
9472,Lavamünd,2956,Schwarzenbach,20909,Lavamünd
9472,Lavamünd,2959,Weißenberg,20909,Lavamünd
9472,Lavamünd,3005,Achalm,20909,Lavamünd
9472,Lavamünd,3009,Magdalensberg,20909,Lavamünd
9472,Lavamünd,17337,Unterholz,20909,Lavamünd
9472,St. Paul im Lavanttal,17336,Unterholz,20918,St. Paul im Lavanttal
9473,Lavamünd,2955,St. Vinzenz,20909,Lavamünd
9473,Lavamünd,3005,Achalm,20909,Lavamünd
9473,Lavamünd,3006,Hart,20909,Lavamünd
9473,Lavamünd,3007,Lavamünd,20909,Lavamünd
9473,Lavamünd,3008,Lorenzenberg,20909,Lavamünd
9473,Lavamünd,3009,Magdalensberg,20909,Lavamünd
9473,Lavamünd,3010,Pfarrdorf,20909,Lavamünd
9473,Lavamünd,3011,Plestätten,20909,Lavamünd
9473,Lavamünd,3012,Rabenstein,20909,Lavamünd
9473,Lavamünd,3013,Rabensteingreuth,20909,Lavamünd
9473,Lavamünd,3014,Unterbergen,20909,Lavamünd
9473,Lavamünd,3015,Witternig,20909,Lavamünd
9473,Lavamünd,3016,Wunderstätten,20909,Lavamünd
9473,Lavamünd,3017,Zeil,20909,Lavamünd
9473,St. Paul im Lavanttal,3102,Legerbuch,20918,St. Paul im Lavanttal
9500,Landskron,2405,Landskron,20201,Villach
9500,Villach,330,Villach-Innere Stadt,20201,Villach
9500,Villach,2331,Goritschach,20201,Villach
9500,Villach,2332,Heiligengeist,20201,Villach
9500,Villach,2333,Mittewald ob Villach,20201,Villach
9500,Villach,2334,Neufellach,20201,Villach
9500,Villach,2335,Obere Fellach,20201,Villach
9500,Villach,2336,Pogöriach,20201,Villach
9500,Villach,2337,St. Georgen,20201,Villach
9500,Villach,2338,Untere Fellach,20201,Villach
9500,Villach,2398,Drautschen,20201,Villach
9500,Villach,2400,Gritschach,20201,Villach
9500,Villach,2401,Großvassach,20201,Villach
9500,Villach,2403,Kleinvassach,20201,Villach
9500,Villach,2404,Kumitz,20201,Villach
9500,Villach,2407,Neulandskron,20201,Villach
9500,Villach,2408,Oberwollanig,20201,Villach
9500,Villach,2409,Rennstein,20201,Villach
9500,Villach,2411,St. Leonhard,20201,Villach
9500,Villach,2413,St. Michael,20201,Villach
9500,Villach,2416,Unterwollanig,20201,Villach
9500,Villach,2418,Zauchen,20201,Villach
9500,Villach,2434,Dobrova,20201,Villach
9500,Villach,2436,Duel,20201,Villach
9500,Villach,2441,Kleinsattel,20201,Villach
9500,Villach,2443,Maria Gail,20201,Villach
9500,Villach,2445,Prossowitsch,20201,Villach
9500,Villach,2448,Tschinowitsch,20201,Villach
9500,Villach,2449,Turdanitsch,20201,Villach
9500,Villach,17316,Weißenbach,20201,Villach
9500,Villach,17446,Villach-Auen,20201,Villach
9500,Villach,17447,Villach-Seebach-Wasenboden,20201,Villach
9500,Villach,17448,Villach-Lind,20201,Villach
9500,Villach,17449,Villach-St. Agathen und Perau,20201,Villach
9500,Villach,17450,Villach-St. Martin,20201,Villach
9500,Villach,17451,Villach-Völkendorf,20201,Villach
9500,Villach,17452,Villach-Warmbad-Judendorf,20201,Villach
9500,Weißenstein,17317,Weißenbach,20726,Weißenstein
